user_id,birth_day,birth_month,birth_year,location,gender
2103379,12,2,1998,Los Angeles,M
61441,14,2,1959,Yucaipa,F
2605307,4,2,2001,Los Angeles,F
2478447,25,2,1992,Charleston,M
2646043,28,2,1975,Yucaipa,F
8742909,2,2,1998,Fairfield,M
8240277,2,2,1986,New York,M
5768485,27,2,1991,Phoenix,M
2714458,21,2,1980,Los Angeles,F
2164616,21,2,1991,Weirton,F
2966413,8,2,1992,Weirton,F
542208,15,2,1987,Philadelphia,M
1054392,22,2,1995,White Plains,F
1731477,11,2,1980,Charleston,F
3569773,10,2,1976,Philadelphia,M
6800727,3,2,1996,Clifton Park,F
4637590,5,2,1972,White Plains,M
116362,3,2,1993,Greensboro,M
825114,26,2,1984,Arcadia,M
153512,16,2,1989,Charleston,M
7737009,5,2,1987,Phoenix,M
2217949,2,2,1989,East Granby,F
4986018,20,2,1991,New York,M
2136724,9,2,1951,Clearwater,M
5818370,16,2,1991,Windsor Mill,M
8243411,25,2,1995,Philadelphia,M
7915049,24,2,1975,Pittsburgh,M
9883891,28,2,1986,Greensboro,F
7516621,14,2,1995,East Granby,M
9671826,22,2,1965,Middletown,M
7647480,4,2,1986,Philadelphia,M
9869510,3,2,2003,Charleston,F
3634832,27,2,1986,East Granby,M
323716,5,2,1987,Weehawken,M
6397835,11,2,1989,New York,M
8101183,19,2,1989,East Granby,M
1957864,13,2,1976,Clearwater,M
4308775,13,2,1984,New York,F
8075923,7,2,1954,New York,M
7381952,3,2,1986,Charleston,M
367739,8,2,1993,Abington,
9166407,1,2,1970,Philadelphia,M
5258822,3,2,1986,Philadelphia,F
1558848,15,2,1982,Indianapolis,M
5594520,25,2,1993,Charleston,M
7294149,25,2,1985,Colorado Springs,M
349611,6,2,1971,Weirton,M
7404180,12,2,1991,Clifton Park,M
4237475,2,2,1997,Rockville,M
5399506,23,2,1986,Ocala,M
346492,23,2,1986,White Plains,M
6935089,10,2,1987,Weirton,M
2695317,21,2,1999,Yucaipa,M
9875406,5,2,1993,Phoenix,F
8637740,28,2,1970,East Granby,M
1573453,27,2,1990,Bartow,M
1748602,6,2,1981,Rockville,M
9570758,7,2,1988,Weirton,M
4439603,3,2,1993,Middletown,M
5759509,25,2,1960,Weehawken,F
7858613,14,2,1966,East Granby,F
9744316,13,2,1961,Rochester,M
2031557,8,2,1982,Rochester,M
2598879,20,2,1987,Philadelphia,F
3565870,23,2,1982,New York,M
4131798,1,2,1987,Columbus,M
9555922,9,2,1963,Middletown,M
3819885,23,2,1966,Columbus,M
2407483,18,2,1977,New York,M
996687,22,2,1990,Bartow,M
8605517,3,2,1966,White Plains,M
4938883,26,2,1992,New York,M
6049878,25,2,1993,New York,M
8604244,4,2,1969,New York,F
234966,10,2,1960,Charleston,F
1911154,4,2,1998,Arcadia,M
7154596,28,2,1972,Denver,F
5796543,22,2,1985,Indianapolis,F
839664,20,2,1987,Lawrence Township,M
2038350,10,2,1977,Cockeysville,M
9827353,10,2,1985,Rockville,F
3471398,9,2,1955,Rochester,M
4297408,16,2,1968,Weirton,M
4958388,25,2,1984,East Granby,M
1180591,25,2,1979,Philadelphia,F
8062080,20,2,1956,East Granby,M
8548411,9,2,1985,Denver,F
880230,5,2,1973,Windsor Mill,F
7618127,10,2,1979,Charleston,M
973907,14,2,1993,Phoenix,F
7690650,4,2,1986,Clifton Park,M
2255711,8,2,1962,Lawrence Township,F
8462196,17,2,1996,Phoenix,M
1146753,7,2,1986,Philadelphia,F
2281569,6,2,1975,Wyckoff,M
9001965,9,2,1989,East Granby,F
8692756,27,2,1993,East Granby,M
9915626,27,2,1989,Clifton Park,F
9401841,23,2,1977,Weirton,M
323622,24,2,1979,East Granby,M
1215306,3,2,1989,Los Angeles,M
3072875,25,2,1991,Los Angeles,M
3357350,8,2,1976,Voorhees,M
6282501,18,2,1980,Lawrence Township,M
751811,9,2,1990,New York,M
4210240,15,2,1986,New York,M
476710,7,2,1985,New York,M
9997379,8,2,1981,White Plains,M
4387165,1,2,1985,Philadelphia,M
2052076,16,2,1954,East Granby,M
4903773,1,2,1989,Louisville,M
9648123,1,2,1976,Weehawken,M
5060963,6,2,1989,Yucaipa,M
1248186,2,2,1990,Cockeysville,M
8335743,2,2,1987,Ocala,M
183085,10,2,1983,Columbus,F
4386909,13,2,1998,White Plains,M
1965552,24,2,1985,Charleston,F
9687331,14,2,1953,Clifton Park,M
8386182,11,2,1997,East Granby,M
3168242,24,2,1994,Louisville,M
1595746,2,2,1986,East Granby,M
531452,17,2,1993,Weehawken,M
5486240,1,2,1945,Columbus,M
5071190,15,2,1960,Philadelphia,M
9321772,12,2,1985,Lawrence Township,F
1106160,28,2,1995,Greensboro,M
4826260,13,2,1968,Louisville,M
7741143,28,2,1983,Middletown,M
1581023,21,2,1996,Columbus,M
1698819,24,2,1994,Colorado Springs,M
9122779,21,2,1947,Louisville,M
7154481,6,2,1984,New York,M
2581260,3,2,1989,Cockeysville,M
5289751,8,2,1991,Columbus,M
9327492,21,2,1990,Weirton,F
711330,14,2,1995,Charleston,F
9212505,11,2,1995,Vernon Rockville,M
4732014,3,2,1991,Louisville,M
8836855,14,2,1963,Philadelphia,M
5140890,5,2,1991,Lawrence Township,M
1309787,3,2,1987,Lawrence Township,M
3258933,23,2,1984,Columbus,F
2448943,25,2,1979,Rochester,F
6157875,21,2,1987,Phoenix,M
8064922,5,2,1998,Rockville,M
1654755,15,2,1977,East Granby,M
8644179,12,2,1989,Louisville,M
9934313,14,2,1996,Lake Forest,M
722952,12,2,1989,Clearwater,F
7897915,14,2,1988,Pittsburgh,M
5109287,6,2,1954,New York,F
9312907,8,2,1997,Abington,M
640696,2,2,1985,Philadelphia,M
6647535,25,2,1989,New York,M
2136433,26,2,1994,Los Angeles,F
7274978,20,2,1982,Denver,M
59946,26,2,1979,Fairfield,M
994927,4,2,2003,Lawrence Township,F
7269403,1,2,1961,Philadelphia,F
8329416,21,2,1991,Los Angeles,M
6929203,9,2,1998,Yucaipa,M
5133809,28,2,1997,Yucaipa,M
3922133,15,2,1995,Weirton,M
1326874,23,2,1976,Greensboro,M
1761207,26,2,1993,Wyckoff,M
1553665,25,2,1992,Philadelphia,M
1420511,6,2,1988,Seattle,F
8399221,6,2,1978,Rockville,M
9760685,28,2,1976,Charleston,M
9051517,14,2,1992,Seattle,M
9755328,2,2,1981,Colorado Springs,M
5305800,17,2,1981,Charleston,F
9921622,13,2,1990,White Plains,M
9870198,6,2,1962,Pittsburgh,M
4914195,4,2,1987,New York,M
9648653,20,2,1995,Clifton Park,M
8627077,3,2,1966,Fairfield,M
5394355,24,2,1957,Ocala,M
7633037,24,2,1975,Indianapolis,M
2889612,2,2,1983,Charleston,M
5818082,17,2,1994,New York,M
8927941,23,2,1997,Charleston,M
4972943,11,2,1992,Weirton,M
411667,27,2,1974,Abington,M
9262217,7,2,1992,East Granby,M
384933,2,2,1962,Philadelphia,M
194512,6,2,1990,Greensboro,M
2713566,13,2,1988,Denver,M
2198006,15,2,1996,Clifton Park,F
1142302,20,2,1979,New York,M
5919012,27,2,1989,Pittsburgh,M
1165078,11,2,1981,Charleston,M
8914179,1,2,1997,Fairfield,F
1084209,6,2,1984,Vernon Rockville,M
1290822,4,2,1988,Denver,M
9509002,4,2,1955,Philadelphia,M
1270107,14,2,1986,Houston,F
3267319,19,2,1990,New York,F
6197015,28,2,1989,Ocala,M
2756852,4,2,1994,Charleston,M
6035365,22,2,1977,Abington,M
6265953,16,2,1988,Houston,M
8906351,27,2,1980,Denver,M
1222753,14,2,1975,Pittsburgh,M
8734934,23,2,1977,Rockville,M
8873689,13,2,1990,East Granby,F
9491210,5,2,1975,Houston,M
1824767,16,2,1985,Louisville,M
4131139,9,2,1983,Los Angeles,M
2063094,19,2,1997,Rockville,M
7589690,9,2,1987,Pittsburgh,M
788955,16,2,1998,Philadelphia,F
9871907,25,2,1976,Philadelphia,M
1218971,3,2,1981,Lawrence Township,F
8412163,13,2,1995,Arcadia,M
488371,27,2,1990,Denver,M
6630465,3,2,1980,Weehawken,M
9645569,18,2,1988,Los Angeles,M
5979952,2,2,1989,Denver,M
6690284,8,2,1991,New York,M
9613013,19,2,1978,Colorado Springs,F
1480194,1,2,1990,Arcadia,M
9663219,5,2,1988,New York,M
1306817,12,2,1977,Arcadia,M
6305208,6,2,1994,Windsor Mill,F
2304868,24,2,1991,Middletown,M
2451736,10,2,1993,Charleston,M
2506758,2,2,1991,Charleston,M
2446996,23,2,1962,Pittsburgh,M
2519350,13,2,1956,Colorado Springs,M
8832607,26,2,1988,Greensboro,M
7235168,21,2,1986,Vernon Rockville,F
3840809,13,2,1987,Peoria Heights,M
9976727,2,2,1988,Pittsburgh,M
3999184,10,2,1993,Pittsburgh,F
1008156,19,2,1986,Yucaipa,F
9536812,21,2,1985,Houston,F
3495522,18,2,1980,East Granby,M
8299829,15,2,1951,Clearwater,M
946243,6,2,1989,Clifton Park,F
7532607,21,2,1987,Phoenix,F
1430213,5,2,1953,Greensboro,M
6524868,10,2,1996,Denver,M
4551075,28,2,1989,Los Angeles,M
6454532,10,2,1959,Charleston,M
3232387,3,2,1992,Abington,M
4648747,26,2,1945,Philadelphia,M
9284060,9,2,1992,Houston,F
4100923,12,2,1997,Pittsburgh,F
8696968,14,2,1977,Louisville,M
1466187,25,2,1992,Los Angeles,M
7894611,2,2,1995,Arcadia,F
664063,24,2,1996,White Plains,M
9237613,8,2,1992,Lake Forest,M
1673744,21,2,1963,Arcadia,M
4651175,24,2,1993,Weirton,
8774372,27,2,1968,Lake Forest,F
6087070,21,2,1994,Los Angeles,M
7465264,23,2,1970,Cockeysville,M
2520908,3,2,1974,Charleston,F
8764715,18,2,1984,New York,M
1848142,3,2,1983,Vernon Rockville,M
1038042,24,2,1986,Pittsburgh,M
3689261,21,2,1995,Windsor Mill,F
2182261,17,2,2003,Wyckoff,M
3764672,3,2,1993,Philadelphia,M
7660670,10,2,1995,Philadelphia,M
8189460,26,2,1994,Charleston,M
3641670,8,2,1962,Clifton Park,F
1670340,12,2,1960,Louisville,M
4049159,26,2,1988,Philadelphia,M
4185746,3,2,1974,New York,M
8416061,7,2,1979,Wyckoff,M
6218281,4,2,1998,New York,M
8288931,13,2,1961,Lawrence Township,M
6356818,27,2,1985,Philadelphia,M
1528969,16,2,1986,Abington,F
3452590,16,2,1977,Columbus,M
6463965,10,2,1974,Middletown,M
9819386,15,2,1996,Weirton,F
8237705,24,2,1993,Clifton Park,F
5017590,23,2,1991,Ocala,M
2364227,5,2,1995,Denver,M
7138259,3,2,1989,New York,F
2753691,13,2,1974,Abington,M
6304209,26,2,1985,Los Angeles,M
5410422,9,2,1973,Los Angeles,F
2889897,16,2,1980,New York,M
4131671,14,2,1986,Clearwater,M
987198,9,2,1961,Peoria Heights,F
2523190,17,2,1989,Bartow,
915852,27,2,1978,Los Angeles,M
7115828,7,2,1987,Charleston,M
7545373,10,2,1997,New York,M
6455164,26,2,1986,Charleston,F
2300421,24,2,1993,Philadelphia,M
3161101,28,2,1982,Los Angeles,M
9016611,21,2,2002,Clearwater,M
1585237,9,2,1950,Yucaipa,M
2097463,2,2,1993,Philadelphia,M
9112909,18,2,1983,Wyckoff,M
1389536,6,2,1993,Columbus,M
8025785,11,2,1982,Arcadia,M
3737916,22,2,1984,New York,M
3295539,4,2,2001,Yucaipa,M
6466087,27,2,1995,Arcadia,M
4294142,24,2,1985,Seattle,M
645324,16,2,1988,Yucaipa,M
5105685,19,2,1989,Indianapolis,M
2788882,21,2,1987,Charleston,M
3203062,6,2,1995,New York,M
5736108,12,2,1989,Voorhees,F
9918839,28,2,1985,Charleston,M
9882069,1,2,1998,Los Angeles,F
9889762,23,2,1990,Bartow,M
7317146,3,2,1988,Philadelphia,F
6874831,23,2,1994,Windsor Mill,F
1962333,24,2,1994,Clifton Park,M
9048965,6,2,1955,Abington,F
5602310,12,2,1981,Weirton,M
7762281,9,2,1976,Seattle,M
5835637,25,2,1997,Weehawken,M
1643924,19,2,1959,Columbus,F
1174255,19,2,1988,East Granby,F
3782691,22,2,1972,Philadelphia,F
4051001,9,2,1986,Clearwater,M
5243195,7,2,1973,Voorhees,F
8245745,18,2,1964,East Granby,M
2503599,18,2,1995,Bartow,F
2541863,6,2,1996,Yucaipa,M
7127600,1,2,1992,Weehawken,F
7645753,12,2,1980,Houston,F
4308026,12,2,1965,Phoenix,M
5373811,8,2,1982,Denver,F
4083822,25,2,1991,Louisville,F
382751,22,2,1996,Phoenix,M
6838126,7,2,1990,Los Angeles,F
2847242,7,2,1987,Charleston,M
1030233,17,2,1985,Los Angeles,F
5365239,7,2,1986,Arcadia,M
8322783,11,2,1982,Seattle,M
4662149,18,2,1981,Louisville,M
8336806,4,2,1993,Columbus,M
2983761,8,2,1978,Los Angeles,
5912300,16,2,1977,Bartow,F
846165,15,2,1988,Rochester,F
8900212,24,2,1988,Middletown,M
6866810,23,2,1975,Charleston,M
7422465,24,2,1991,Arcadia,M
309903,9,2,1966,Los Angeles,M
5348512,14,2,1972,Clifton Park,M
5430620,10,2,1987,Philadelphia,F
9664280,1,2,1989,Philadelphia,M
3471117,3,2,1991,New York,M
4698590,2,2,1976,Los Angeles,M
4188431,19,2,1974,Wyckoff,M
6426218,5,2,1965,Los Angeles,M
2090018,24,2,1999,New York,M
5931229,26,2,1994,Windsor Mill,M
2198494,26,2,1982,New York,M
2533146,5,2,1954,East Granby,M
8249897,16,2,1993,Lawrence Township,M
695104,11,2,1991,Middletown,M
7398719,6,2,1980,Weirton,M
9834481,9,2,1988,Clifton Park,M
4141321,15,2,1985,Wyckoff,M
3600353,3,2,1989,Vernon Rockville,M
8304531,16,2,1989,Vernon Rockville,M
842637,28,2,1979,Philadelphia,F
6259380,11,2,1987,New York,M
9896238,4,2,1984,Charleston,M
1335658,16,2,1975,Rockville,F
7644389,22,2,1994,New York,F
9816800,13,2,1990,Fairfield,M
9012080,11,2,1977,Bartow,M
7965228,3,2,1975,Philadelphia,M
1955810,2,2,1997,Louisville,F
8155481,16,2,1979,Houston,M
1524215,25,2,1982,Charleston,M
711243,20,2,1984,East Granby,F
6531503,6,2,1974,Cockeysville,F
5012280,12,2,1964,Wyckoff,M
1577190,5,2,1986,Wyckoff,F
1386764,20,2,1998,Los Angeles,M
9135339,5,2,1971,Philadelphia,M
3818253,15,2,1987,New York,M
8613646,6,2,1995,Bartow,M
4550344,16,2,1987,Colorado Springs,M
6481435,25,2,1989,Rochester,F
3779300,9,2,1997,Peoria Heights,M
1161232,17,2,1991,Philadelphia,M
2820464,5,2,1992,Charleston,M
8125237,5,2,1960,Charleston,F
4910388,2,2,2000,Columbus,F
1268572,7,2,1961,Colorado Springs,F
9268971,28,2,1987,New York,F
1163867,24,2,1987,Abington,M
4394393,16,2,1947,Abington,M
780578,27,2,1976,Lawrence Township,M
4889889,2,2,1993,Clifton Park,M
8232998,26,2,1991,Seattle,M
2068608,15,2,1984,East Granby,F
6588977,7,2,1989,Wyckoff,M
9465249,14,2,1988,Lawrence Township,M
3776792,23,2,2002,Charleston,M
4040885,18,2,1959,Charleston,F
7415713,8,2,1974,Bartow,M
4795285,23,2,1989,White Plains,M
7472843,18,2,1982,Cockeysville,F
1799010,1,2,1991,Abington,M
8826288,12,2,1987,Rochester,F
3313236,24,2,1980,Lake Forest,M
8645209,16,2,1991,Cockeysville,F
4444895,22,2,1972,East Granby,F
5322802,24,2,1997,Peoria Heights,M
1464318,22,2,1987,Houston,F
1469039,7,2,1950,Lake Forest,M
3006298,4,2,1970,Pittsburgh,M
1196140,15,2,1987,Weirton,M
5113904,25,2,1970,Weehawken,M
4074263,3,2,2003,Weehawken,M
8146935,16,2,1968,Ocala,M
6649809,24,2,1988,Philadelphia,M
6546401,21,2,1989,East Granby,M
4670113,9,2,1989,New York,M
6363199,1,2,1971,New York,F
9456411,7,2,1989,Rochester,M
6247232,27,2,1985,Clifton Park,
8796540,13,2,1990,White Plains,M
2881050,25,2,1990,Yucaipa,F
6081388,24,2,1982,Philadelphia,M
6015621,24,2,1993,Los Angeles,F
4668012,10,2,1986,Vernon Rockville,M
4672180,2,2,1971,Lawrence Township,F
8329938,16,2,1982,Philadelphia,M
8054543,2,2,1986,Charleston,M
3976208,27,2,1998,Lake Forest,M
5307536,14,2,1957,Fairfield,M
5668146,4,2,1982,Columbus,M
6316066,6,2,1993,Charleston,M
8389063,1,2,1993,White Plains,M
1927628,9,2,1973,Weirton,M
1870151,19,2,1996,Charleston,M
5160579,8,2,1982,New York,M
9027800,25,2,1968,Clearwater,M
9140024,6,2,1977,Charleston,M
5105664,22,2,1998,Wyckoff,F
6733871,11,2,1996,East Granby,F
1318514,13,2,1998,New York,M
7665365,12,2,1972,Lawrence Township,M
145663,21,2,1985,Philadelphia,M
7489804,25,2,1998,Pittsburgh,
1610501,8,2,1977,New York,M
5442393,20,2,1988,Denver,M
8780133,15,2,1974,Phoenix,M
1534781,15,2,1975,White Plains,M
5239025,24,2,1997,Columbus,M
5730259,8,2,1996,Rockville,M
118819,3,2,1979,Clifton Park,M
324330,4,2,1987,Phoenix,M
1442469,2,2,1989,New York,F
6346602,15,2,1995,Abington,M
4013806,27,2,1979,Arcadia,M
5005450,4,2,1978,Arcadia,M
8405392,26,2,1982,East Granby,F
4547547,3,2,1991,Houston,M
4708951,19,2,1992,Voorhees,M
5266469,28,2,1994,Columbus,M
8050038,18,2,1969,East Granby,M
246605,20,2,1971,Los Angeles,F
3288214,23,2,1984,Philadelphia,M
8373789,5,2,1985,Clifton Park,M
1353975,17,2,1995,Los Angeles,M
8032205,21,2,1978,Weirton,M
9918980,25,2,1996,White Plains,M
7493571,13,2,1991,East Granby,M
4148125,27,2,1981,Charleston,F
5834273,25,2,1993,New York,M
7334932,21,2,1988,Peoria Heights,M
8590478,1,2,1997,Rockville,M
7018371,28,2,1984,Charleston,M
5595628,24,2,1989,New York,M
2782521,20,2,1989,Lake Forest,M
7396808,24,2,1987,Peoria Heights,F
6398983,25,2,1990,Cockeysville,M
4598899,6,2,1963,Pittsburgh,M
3313383,28,2,1974,New York,M
2951422,27,2,1964,Philadelphia,M
6760166,6,2,1995,Lawrence Township,M
9394228,27,2,1978,Denver,M
5954957,11,2,1978,Houston,M
2430362,3,2,1968,New York,F
1626174,18,2,1962,Los Angeles,M
8124229,10,2,1984,Weirton,M
4377722,15,2,1988,Bartow,M
6306219,27,2,1990,Phoenix,M
6741462,8,2,1997,Bartow,F
7881808,7,2,1958,East Granby,M
4682891,17,2,1946,Louisville,M
1637783,28,2,1992,White Plains,F
6581801,28,2,1986,Rockville,F
6259187,12,2,1985,Cockeysville,F
8715771,8,2,1993,New York,F
9286387,11,2,1989,Columbus,M
6169740,1,2,1988,Middletown,M
7671309,5,2,1978,Yucaipa,M
563266,28,2,1994,Los Angeles,F
3946919,11,2,1982,Louisville,M
7831131,17,2,1973,New York,M
4836072,14,2,1985,Philadelphia,
2383427,15,2,1996,New York,M
220912,6,2,1989,Wyckoff,F
9361669,25,2,1992,Denver,M
5771764,27,2,1995,Philadelphia,M
621588,19,2,1986,Charleston,F
723543,16,2,1964,Bartow,M
1081357,16,2,1980,Houston,M
1619568,22,2,1992,Rochester,M
621901,17,2,1988,Yucaipa,M
9930279,1,2,1997,White Plains,M
5226198,11,2,1993,Phoenix,M
6281933,16,2,1996,Charleston,M
3424741,5,2,1994,Cockeysville,M
1452858,21,2,1971,Windsor Mill,F
3058781,18,2,1986,Windsor Mill,M
7126724,19,2,1997,Rochester,M
762432,16,2,1961,Clearwater,F
4555521,14,2,1992,Philadelphia,M
8497875,9,2,1962,Abington,M
6713472,13,2,1993,Wyckoff,M
8949079,2,2,1998,Fairfield,M
355593,3,2,1988,Rochester,M
7223762,24,2,1987,White Plains,M
3213314,10,2,1998,New York,M
1508718,20,2,1990,Weirton,M
3644158,15,2,1997,New York,F
2369274,12,2,1974,Los Angeles,M
8943300,19,2,1991,Houston,F
541079,7,2,1994,Seattle,M
5578953,19,2,1989,Columbus,M
9229286,7,2,1991,Peoria Heights,F
7437625,28,2,1985,Los Angeles,M
8150767,26,2,1984,New York,M
1911248,23,2,1985,Los Angeles,M
1119486,1,2,1990,Lawrence Township,M
1157742,25,2,1983,New York,M
645343,23,2,1987,Weehawken,M
1952527,21,2,1987,Philadelphia,M
2390850,25,2,1987,Peoria Heights,M
9242115,27,2,1948,Lawrence Township,F
5955034,27,2,1992,Charleston,M
5091771,27,2,1975,Pittsburgh,F
3267945,28,2,1990,Lawrence Township,M
4671976,18,2,1969,Philadelphia,M
2622248,27,2,1945,New York,M
344802,4,2,1984,Charleston,F
5535567,12,2,1995,Colorado Springs,M
7226365,5,2,1989,Fairfield,M
7997251,11,2,1982,Charleston,M
3604641,23,2,1959,East Granby,F
6379015,2,2,1957,Clearwater,M
4227404,23,2,1987,Windsor Mill,M
2402260,11,2,1988,Colorado Springs,M
3988091,4,2,1986,Vernon Rockville,M
786138,4,2,1985,New York,M
635231,4,2,1992,Middletown,M
3331088,23,2,1997,Middletown,M
3751917,28,2,1994,East Granby,M
4258638,24,2,1984,Lake Forest,F
6862616,22,2,1981,Clifton Park,M
2765483,8,2,1969,Clifton Park,M
772546,11,2,1998,Los Angeles,M
603896,10,2,1983,East Granby,M
5910916,10,2,1995,Houston,M
9527148,2,2,1984,Yucaipa,M
6110480,7,2,1979,Columbus,F
2286564,20,2,1977,Houston,F
2185415,21,2,1984,East Granby,M
2915650,26,2,1989,Ocala,M
6292058,8,2,1992,Indianapolis,M
5553772,27,2,1992,Lake Forest,M
941488,8,2,1984,Windsor Mill,F
1713154,15,2,1957,Weirton,M
9207449,9,2,1986,Columbus,F
239613,21,2,1975,Los Angeles,M
8741363,21,2,1994,Wyckoff,M
3602176,12,2,1995,Wyckoff,M
4737273,21,2,1978,Philadelphia,M
2929711,1,2,1996,Indianapolis,
5545318,14,2,1977,Middletown,M
1795720,9,2,1990,Los Angeles,M
7173747,18,2,1966,Vernon Rockville,M
1456477,7,2,1994,Philadelphia,M
3078375,14,2,2003,Rochester,M
4021779,27,2,1986,Ocala,M
8705638,9,2,1986,East Granby,M
8389066,18,2,1973,Windsor Mill,F
5973223,20,2,1983,Wyckoff,M
6104711,9,2,1975,Cockeysville,M
3157789,8,2,1963,Seattle,M
6531385,3,2,1990,Rockville,M
391515,5,2,1950,Vernon Rockville,F
2217637,24,2,1966,Greensboro,M
4614378,9,2,1979,White Plains,M
4604691,20,2,1985,Houston,M
7005273,18,2,1960,New York,M
6083669,22,2,1992,Fairfield,F
2200647,7,2,1991,Indianapolis,M
7493516,13,2,1995,Greensboro,M
8050878,17,2,1987,Los Angeles,F
6032640,24,2,1979,New York,M
9776615,12,2,1989,Greensboro,M
7860240,24,2,1997,Philadelphia,M
2756268,28,2,1993,Bartow,M
8578678,19,2,1992,Denver,M
3120175,6,2,1992,White Plains,M
9511411,26,2,1991,Clifton Park,M
7066821,8,2,1996,Phoenix,F
7009030,13,2,1976,White Plains,M
9796137,16,2,1995,White Plains,M
3370743,12,2,1979,East Granby,M
9060885,12,2,1981,Clifton Park,M
4453681,22,2,1983,East Granby,M
4633040,14,2,1990,Philadelphia,M
3504091,24,2,1986,Windsor Mill,F
8907575,8,2,1956,Vernon Rockville,F
2431337,14,2,1981,Fairfield,M
713209,1,2,1995,Voorhees,M
8556757,26,2,1980,White Plains,M
5479595,12,2,1985,East Granby,M
91674,7,2,1986,Lake Forest,M
2251980,8,2,1975,Middletown,M
9680080,12,2,1990,Philadelphia,M
6880356,28,2,1994,New York,M
499965,1,2,1986,Clifton Park,M
9036883,7,2,1976,Wyckoff,M
9716645,26,2,1975,Rockville,M
1091517,13,2,1986,Clearwater,M
1904371,23,2,1983,Rockville,M
3779538,25,2,1978,East Granby,M
110249,8,2,1976,Los Angeles,M
114395,24,2,1960,Philadelphia,M
728091,1,2,1980,Weirton,M
4613619,24,2,1996,Weirton,M
4197288,28,2,1987,Clifton Park,M
8538132,2,2,1991,Weehawken,M
683193,1,2,1998,Windsor Mill,M
3054899,4,2,1983,East Granby,F
8016512,21,2,1996,Vernon Rockville,M
7061433,25,2,1991,Philadelphia,M
4292787,16,2,1995,Lake Forest,M
6294586,10,2,1973,Los Angeles,M
2341916,23,2,2002,Seattle,M
5055230,23,2,1986,Windsor Mill,M
2137260,1,2,1984,New York,M
5735921,19,2,1984,Weehawken,F
5288172,20,2,1992,Lake Forest,M
6733776,9,2,1998,Arcadia,M
2413523,9,2,1998,Lake Forest,
1540027,25,2,1991,Clearwater,M
469580,22,2,1988,Clifton Park,F
3168746,16,2,1978,Charleston,M
4562560,3,2,1975,Philadelphia,M
2886850,22,2,1992,Charleston,M
2698052,22,2,1984,Rochester,M
7379920,26,2,1958,Greensboro,F
4268845,4,2,1983,Rochester,M
8040199,21,2,1986,Greensboro,M
9305941,13,2,1973,Pittsburgh,M
786858,13,2,1993,Middletown,
2980519,25,2,1991,Ocala,F
7426331,3,2,1966,Philadelphia,M
6938724,12,2,1979,Rockville,M
9222069,5,2,1997,Indianapolis,F
8414582,14,2,1994,Los Angeles,M
3631067,23,2,1989,Cockeysville,F
4532658,13,2,1992,Abington,M
8740093,26,2,1980,Bartow,F
4171767,7,2,1998,Clearwater,F
9204316,5,2,1976,Clifton Park,M
1031811,7,2,1986,Philadelphia,M
3124212,20,2,1993,Denver,F
837796,26,2,1987,Los Angeles,M
1816695,3,2,1987,Clifton Park,M
8740332,19,2,1990,Clearwater,F
513021,1,2,1992,Rochester,M
7484823,10,2,1997,Clifton Park,M
7240977,17,2,1980,Denver,F
5541214,15,2,1980,Clifton Park,M
9118222,12,2,1986,New York,M
4362149,25,2,1990,Philadelphia,M
706669,1,2,1956,Middletown,M
1422029,2,2,2003,Bartow,M
