user_id,product,intervals,purchase_date,voucher
5133809,3M,6,12/2/2018 18:08,
3922133,1M,16,5/27/2018 13:32,
1326874,12M,1,11/14/2018 15:22,
1761207,3M,5,5/10/2018 15:07,30.0
1553665,3M,2,2/27/2018 13:04,20.0
1420511,6M,2,11/4/2018 10:48,20.0
8399221,3M,5,12/5/2018 12:53,30.0
9760685,6M,1,4/7/2018 11:16,30.0
9051517,6M,3,7/14/2018 15:01,
9755328,12M,1,12/16/2018 12:46,30.0
5305800,3M,7,9/26/2018 12:53,20.0
9921622,3M,5,7/28/2018 18:33,50.0
9870198,1M,5,3/3/2018 9:10,30.0
4914195,1M,8,9/13/2018 15:37,50.0
9648653,3M,6,12/10/2018 9:51,
8627077,12M,1,8/24/2018 14:53,
5394355,3M,4,5/17/2018 16:09,20.0
7633037,6M,3,12/2/2018 16:07,20.0
2889612,6M,1,9/18/2018 12:40,30.0
5818082,12M,1,9/20/2018 10:38,
8927941,6M,1,11/1/2018 11:31,
4972943,12M,2,3/22/2018 15:52,20.0
411667,3M,2,8/30/2018 10:47,
9262217,12M,1,9/19/2018 11:04,
384933,6M,3,7/5/2018 15:33,50.0
194512,12M,1,11/22/2018 15:41,30.0
2713566,3M,2,11/30/2018 14:17,50.0
2198006,3M,6,6/19/2018 14:15,20.0
1142302,12M,1,10/6/2018 18:08,
5919012,1M,1,3/23/2018 10:25,20.0
1165078,3M,1,5/10/2018 15:06,30.0
8914179,12M,1,6/27/2018 12:28,50.0
1084209,12M,1,3/8/2018 15:34,30.0
1290822,3M,1,6/29/2018 12:12,
9509002,3M,1,10/12/2018 10:36,
1270107,12M,1,5/4/2018 11:32,50.0
3267319,12M,1,8/25/2018 12:26,
6197015,1M,15,10/5/2018 12:52,20.0
2756852,12M,1,12/2/2018 15:41,50.0
6035365,3M,5,11/23/2018 13:40,30.0
6265953,12M,1,11/25/2018 16:14,50.0
8906351,6M,2,11/20/2018 11:50,50.0
1222753,3M,2,9/29/2018 10:52,50.0
8734934,6M,2,4/12/2018 17:12,30.0
8873689,3M,7,7/13/2018 15:13,20.0
9491210,1M,6,11/23/2018 12:22,30.0
1824767,6M,2,10/13/2018 13:24,20.0
4131139,12M,1,7/4/2018 14:36,30.0
2063094,3M,2,5/22/2018 12:51,
7589690,1M,1,9/15/2018 10:35,20.0
788955,3M,4,10/31/2018 14:09,
9871907,3M,4,3/11/2018 11:38,50.0
1218971,6M,1,7/1/2018 12:58,20.0
8412163,3M,1,10/11/2018 15:36,20.0
488371,12M,1,9/14/2018 11:41,50.0
6630465,12M,1,3/3/2018 12:24,
9645569,12M,1,9/23/2018 14:49,50.0
5979952,3M,5,5/13/2018 16:19,50.0
6690284,12M,1,3/29/2018 11:14,
9613013,3M,2,3/11/2018 16:21,
1480194,3M,6,11/11/2018 11:06,
9663219,3M,2,12/5/2018 11:48,
1306817,1M,2,8/14/2018 12:56,30.0
6305208,3M,6,11/6/2018 11:43,30.0
2304868,12M,1,12/13/2018 9:49,
2451736,3M,2,7/22/2018 10:00,
2506758,3M,4,2/28/2018 16:47,
2446996,1M,8,11/17/2018 14:40,50.0
2519350,1M,15,5/12/2018 14:13,
8832607,1M,1,11/9/2018 16:28,
7235168,1M,2,10/21/2018 10:50,50.0
3840809,6M,3,1/12/2018 13:19,30.0
9976727,12M,2,4/19/2018 9:49,50.0
3999184,12M,2,5/12/2018 14:46,
1008156,6M,1,11/23/2018 13:51,
9536812,3M,1,3/9/2018 16:32,
3495522,12M,1,7/26/2018 12:28,
8299829,12M,1,9/13/2018 13:47,30.0
946243,12M,1,1/11/2018 13:16,50.0
7532607,1M,1,6/13/2018 16:28,
1430213,12M,1,5/24/2018 13:27,
6524868,6M,1,10/3/2018 16:14,50.0
4551075,12M,1,9/20/2018 12:35,
6454532,3M,7,12/17/2018 17:08,30.0
3232387,3M,4,7/4/2018 12:39,50.0
4648747,12M,2,6/23/2018 13:39,30.0
9284060,1M,5,3/14/2018 14:51,20.0
4100923,3M,6,1/6/2018 12:31,20.0
8696968,12M,1,1/17/2018 17:48,50.0
1466187,12M,1,12/12/2018 12:18,50.0
7894611,3M,1,1/11/2018 12:41,50.0
664063,1M,4,2/3/2018 12:27,30.0
9237613,3M,7,5/16/2018 16:46,
1673744,12M,1,7/20/2018 16:12,50.0
4651175,3M,1,3/17/2018 7:40,50.0
8774372,3M,4,7/6/2018 16:29,50.0
6087070,12M,1,11/8/2018 16:55,30.0
7465264,3M,6,1/23/2018 14:21,20.0
2520908,1M,13,9/22/2018 11:41,30.0
8764715,12M,1,6/23/2018 18:44,50.0
1848142,12M,1,10/9/2018 15:01,50.0
1038042,12M,1,6/8/2018 10:43,50.0
3689261,12M,1,8/3/2018 9:30,
2182261,3M,1,12/6/2018 14:30,
3764672,12M,1,12/5/2018 17:28,
7660670,6M,2,8/8/2018 14:53,
8189460,3M,6,11/13/2018 16:22,20.0
3641670,3M,2,11/8/2018 18:29,50.0
1670340,3M,2,6/23/2018 10:56,
4049159,12M,1,11/9/2018 13:58,50.0
4185746,6M,1,12/2/2018 16:39,
8416061,12M,1,11/29/2018 14:20,50.0
6218281,1M,15,11/2/2018 12:45,
8288931,12M,1,11/23/2018 13:39,20.0
6356818,3M,1,1/19/2018 15:08,50.0
1528969,12M,2,5/24/2018 15:52,20.0
3452590,6M,2,7/12/2018 11:37,50.0
6463965,3M,3,12/5/2018 15:21,20.0
9819386,1M,2,10/17/2018 13:23,50.0
8237705,3M,7,12/7/2018 15:34,
5017590,3M,1,12/1/2018 15:28,20.0
2364227,12M,2,11/8/2018 15:24,
7138259,6M,2,10/19/2018 15:34,50.0
2753691,3M,1,11/23/2018 12:05,
6304209,1M,1,11/27/2018 16:27,20.0
5410422,6M,3,7/20/2018 16:12,50.0
2889897,12M,1,11/27/2018 11:12,50.0
4131671,3M,2,9/21/2018 14:40,
987198,6M,2,12/9/2018 10:26,50.0
2523190,1M,2,1/17/2018 12:45,20.0
915852,12M,1,10/21/2018 8:24,50.0
7115828,12M,1,3/18/2018 11:30,50.0
7545373,6M,1,11/13/2018 16:22,50.0
6455164,6M,2,5/22/2018 13:01,
2300421,3M,3,11/27/2018 11:12,30.0
3161101,12M,1,4/15/2018 10:38,
9016611,12M,1,10/9/2018 13:30,50.0
1585237,12M,1,11/14/2018 13:55,50.0
2097463,12M,1,6/22/2018 12:09,
9112909,3M,6,7/31/2018 15:00,
1389536,1M,5,9/8/2018 10:35,20.0
8025785,3M,2,12/3/2018 14:54,
3737916,6M,2,5/13/2018 14:53,50.0
3295539,6M,1,3/6/2018 15:17,50.0
6466087,3M,6,12/5/2018 17:21,
4294142,12M,1,12/19/2018 15:44,20.0
645324,3M,6,6/29/2018 13:58,
5105685,3M,1,12/9/2018 11:20,50.0
2788882,3M,1,7/14/2018 10:19,
3203062,1M,4,2/10/2018 11:41,
5736108,12M,1,4/27/2018 16:23,30.0
9918839,3M,2,2/28/2018 11:19,30.0
9882069,3M,6,6/2/2018 11:33,
9889762,12M,2,10/28/2018 12:27,
7317146,12M,1,6/28/2018 8:45,30.0
6874831,3M,5,1/28/2018 13:27,
1962333,3M,7,12/7/2018 9:34,50.0
9048965,1M,5,7/14/2018 13:00,50.0
5602310,12M,1,3/16/2018 13:58,50.0
7762281,6M,3,3/7/2018 13:38,50.0
5835637,3M,1,12/1/2018 16:22,
1643924,3M,1,6/19/2018 12:47,
1174255,3M,7,8/16/2018 10:52,50.0
3782691,3M,4,10/13/2018 14:37,30.0
4051001,12M,2,4/7/2018 11:59,
5243195,12M,1,11/20/2018 14:01,50.0
8245745,12M,1,8/4/2018 10:45,50.0
2503599,1M,11,12/14/2018 12:58,
2541863,3M,2,12/13/2018 14:16,50.0
7127600,6M,1,1/31/2018 9:50,30.0
7645753,3M,2,12/12/2018 13:32,50.0
4308026,12M,1,3/11/2018 8:31,50.0
5373811,6M,2,6/7/2018 13:44,50.0
4083822,12M,1,11/11/2018 12:44,50.0
382751,3M,2,1/18/2018 13:38,30.0
6838126,12M,2,11/22/2018 14:23,50.0
2847242,3M,7,8/25/2018 11:27,50.0
1030233,3M,5,6/13/2018 13:13,
5365239,12M,1,4/15/2018 16:11,
8322783,12M,1,6/20/2018 11:42,
4662149,1M,10,11/29/2018 14:53,50.0
8336806,1M,2,11/10/2018 13:13,
2983761,6M,1,4/13/2018 12:47,50.0
5912300,3M,2,6/17/2018 12:16,50.0
846165,12M,1,7/14/2018 11:46,50.0
8900212,6M,1,11/17/2018 15:17,50.0
6866810,6M,1,10/2/2018 15:26,30.0
7422465,1M,16,5/17/2018 15:36,50.0
309903,3M,1,9/22/2018 13:51,20.0
5348512,12M,1,1/30/2018 14:05,30.0
5430620,3M,6,10/16/2018 12:28,30.0
9664280,3M,2,8/10/2018 17:12,
3471117,6M,3,10/27/2018 20:09,50.0
4698590,12M,1,9/26/2018 14:00,
4188431,12M,1,5/25/2018 16:28,50.0
6426218,3M,1,10/12/2018 12:47,
2090018,12M,1,10/13/2018 12:59,50.0
5931229,3M,4,5/3/2018 12:53,
2198494,12M,1,9/6/2018 11:58,50.0
2533146,3M,1,4/5/2018 13:56,
8249897,12M,1,11/14/2018 15:18,20.0
695104,12M,1,10/11/2018 16:37,50.0
7398719,3M,2,8/1/2018 17:37,20.0
9834481,3M,1,11/23/2018 11:22,
4141321,3M,1,11/16/2018 14:54,50.0
3600353,12M,1,11/4/2018 10:46,50.0
8304531,6M,2,10/23/2018 14:47,20.0
842637,12M,1,7/5/2018 17:09,30.0
6259380,3M,2,10/4/2018 14:42,
9896238,12M,1,10/17/2018 10:17,
1335658,6M,1,6/30/2018 12:23,50.0
7644389,3M,7,2/15/2018 9:44,
9816800,3M,1,12/14/2018 15:29,
9012080,12M,1,6/2/2018 11:03,
7965228,12M,1,4/21/2018 17:05,50.0
1955810,6M,2,11/11/2018 17:58,
8155481,3M,1,9/20/2018 12:35,50.0
1524215,3M,5,7/8/2018 15:17,50.0
711243,6M,3,11/3/2018 12:28,
6531503,3M,1,9/26/2018 16:15,50.0
5012280,12M,1,11/3/2018 13:58,
1577190,3M,1,12/5/2018 13:05,
1386764,12M,1,11/30/2018 15:13,50.0
9135339,12M,1,5/23/2018 12:59,20.0
3818253,3M,2,2/2/2018 12:09,50.0
8613646,12M,1,1/13/2018 14:29,50.0
4550344,3M,1,11/2/2018 13:46,
6481435,3M,7,1/5/2018 12:54,
3779300,3M,2,1/19/2018 16:19,
1161232,6M,2,11/11/2018 17:11,
2820464,12M,1,3/14/2018 12:59,20.0
8125237,12M,1,8/15/2018 12:07,
4910388,12M,1,12/1/2018 19:54,30.0
1268572,3M,2,2/7/2018 14:04,
9268971,3M,7,12/2/2018 14:04,20.0
1163867,3M,1,9/16/2018 9:21,50.0
4394393,3M,1,11/8/2018 9:29,20.0
780578,12M,2,7/14/2018 13:00,20.0
4889889,1M,3,11/30/2018 15:13,20.0
8232998,1M,4,12/8/2018 14:38,
2068608,1M,1,11/15/2018 16:57,
6588977,12M,1,12/6/2018 16:26,20.0
9465249,12M,1,12/8/2018 9:28,
3776792,1M,3,1/9/2018 14:42,30.0
4040885,3M,2,2/4/2018 11:54,
7415713,12M,1,2/14/2018 12:46,
4795285,12M,1,2/11/2018 11:17,
7472843,12M,1,12/6/2018 16:26,20.0
1799010,12M,1,4/20/2018 13:36,30.0
8826288,12M,1,7/25/2018 13:16,30.0
3313236,1M,13,11/8/2018 15:24,50.0
8645209,1M,3,11/2/2018 17:30,20.0
4444895,1M,8,9/18/2018 15:32,30.0
5322802,6M,2,12/7/2018 15:28,50.0
1464318,12M,1,6/16/2018 15:07,30.0
1469039,1M,14,9/15/2018 11:33,
3006298,3M,1,5/16/2018 13:20,
1196140,12M,2,7/7/2018 17:19,
5113904,3M,1,8/8/2018 10:11,50.0
4074263,3M,5,12/12/2018 11:07,
8146935,3M,1,8/4/2018 16:38,30.0
6649809,3M,1,12/12/2018 12:08,50.0
6546401,12M,1,11/3/2018 16:12,50.0
4670113,1M,2,8/9/2018 16:42,50.0
6363199,12M,2,11/9/2018 11:19,50.0
9456411,3M,3,3/1/2018 10:26,50.0
6247232,1M,12,4/18/2018 13:49,
8796540,6M,1,3/16/2018 12:45,
2881050,12M,1,9/28/2018 14:26,
6081388,6M,1,8/28/2018 11:55,
6015621,3M,2,1/26/2018 16:43,20.0
4668012,3M,1,11/1/2018 12:45,50.0
4672180,3M,1,12/1/2018 16:22,50.0
8329938,12M,2,11/1/2018 15:17,30.0
8054543,3M,7,11/29/2018 16:33,50.0
3976208,3M,2,11/20/2018 11:00,30.0
5307536,1M,13,8/19/2018 11:46,50.0
5668146,6M,1,11/25/2018 11:54,
6316066,1M,2,3/28/2018 11:59,50.0
8389063,12M,1,11/28/2018 14:06,50.0
1927628,3M,2,11/11/2018 17:11,50.0
1870151,3M,6,6/30/2018 10:11,30.0
5160579,3M,5,8/4/2018 11:07,20.0
9027800,12M,1,12/10/2018 9:51,
9140024,3M,5,3/21/2018 14:44,20.0
5105664,12M,1,2/20/2018 10:56,
6733871,6M,1,9/5/2018 13:50,50.0
1318514,3M,1,12/2/2018 13:54,50.0
7665365,1M,2,7/19/2018 12:26,50.0
145663,3M,2,11/22/2018 15:41,30.0
7489804,1M,2,10/2/2018 13:49,
1610501,12M,1,10/20/2018 12:11,
5442393,3M,5,11/15/2018 17:00,20.0
8780133,3M,2,3/7/2018 17:22,
1534781,3M,6,12/12/2018 11:44,20.0
5239025,12M,1,11/22/2018 15:41,50.0
5730259,12M,1,7/26/2018 16:21,
118819,3M,1,3/8/2018 15:34,50.0
324330,3M,1,10/17/2018 16:53,50.0
1442469,1M,2,2/20/2018 14:21,
6346602,12M,1,11/17/2018 16:39,30.0
4013806,6M,3,1/25/2018 10:20,50.0
5005450,6M,2,12/8/2018 9:28,50.0
8405392,3M,2,9/8/2018 11:25,
4547547,12M,1,4/14/2018 14:15,
4708951,1M,3,4/5/2018 10:46,20.0
5266469,12M,2,1/11/2018 15:42,50.0
8050038,1M,7,4/11/2018 10:00,20.0
246605,6M,1,1/25/2018 10:45,
3288214,12M,1,7/22/2018 9:20,
8373789,12M,1,6/16/2018 13:57,50.0
1353975,6M,3,8/7/2018 12:42,30.0
8032205,6M,1,5/11/2018 13:06,20.0
9918980,3M,4,3/23/2018 15:06,50.0
7493571,12M,1,4/14/2018 17:58,
4148125,6M,3,10/17/2018 16:53,50.0
5834273,1M,3,7/5/2018 17:09,30.0
7334932,12M,1,2/21/2018 13:07,30.0
8590478,12M,1,2/15/2018 9:35,50.0
7018371,12M,1,12/6/2018 12:21,
5595628,3M,4,6/28/2018 14:52,50.0
2782521,3M,4,10/18/2018 17:05,
7396808,3M,7,3/28/2018 15:45,50.0
6398983,3M,3,3/3/2018 9:10,50.0
4598899,3M,5,5/27/2018 12:41,
3313383,12M,1,6/21/2018 16:36,
2951422,1M,2,6/20/2018 15:20,30.0
6760166,12M,2,7/19/2018 17:17,20.0
9394228,3M,6,1/27/2018 15:38,30.0
5954957,12M,1,10/19/2018 11:49,
2430362,12M,1,6/15/2018 15:41,50.0
1626174,12M,1,11/30/2018 14:33,20.0
8124229,12M,1,12/1/2018 15:37,
4377722,12M,1,8/24/2018 10:51,
6306219,3M,2,5/6/2018 14:47,50.0
6741462,3M,1,6/29/2018 10:18,
7881808,12M,2,11/21/2018 15:18,20.0
4682891,12M,1,7/14/2018 9:10,
1637783,6M,2,11/16/2018 10:01,30.0
6581801,3M,1,11/23/2018 11:51,30.0
6259187,3M,3,3/4/2018 12:42,
8715771,12M,1,12/13/2018 9:35,
9286387,12M,1,11/3/2018 11:48,30.0
6169740,3M,4,5/15/2018 13:37,50.0
7671309,6M,2,10/6/2018 16:01,30.0
563266,6M,2,9/28/2018 12:22,
3946919,12M,1,10/20/2018 13:06,
7831131,12M,2,11/18/2018 15:59,
4836072,12M,1,12/6/2018 16:57,50.0
2383427,12M,1,11/4/2018 10:29,
220912,6M,2,11/9/2018 15:17,50.0
9361669,3M,4,2/18/2018 10:53,20.0
5771764,6M,1,10/18/2018 12:17,50.0
621588,1M,1,9/4/2018 14:06,
723543,3M,5,6/7/2018 13:33,20.0
1081357,12M,2,1/10/2018 9:11,50.0
1619568,6M,2,8/18/2018 8:49,
621901,3M,1,11/13/2018 15:48,
9930279,12M,1,9/27/2018 10:40,50.0
5226198,12M,1,11/28/2018 14:06,50.0
6281933,3M,1,11/6/2018 13:54,30.0
3424741,3M,1,9/18/2018 16:04,50.0
1452858,12M,1,7/5/2018 10:39,
3058781,12M,1,9/28/2018 10:15,20.0
7126724,12M,1,7/14/2018 19:23,
762432,12M,1,5/16/2018 16:37,50.0
4555521,3M,1,10/13/2018 14:08,30.0
8497875,3M,7,6/1/2018 14:57,50.0
6713472,12M,1,12/6/2018 13:53,
8949079,12M,2,4/1/2018 14:45,50.0
355593,3M,6,8/22/2018 10:44,
7223762,3M,3,12/1/2018 13:32,
3213314,12M,1,6/10/2018 9:30,50.0
1508718,12M,1,2/9/2018 13:00,
3644158,12M,1,11/1/2018 14:54,20.0
2369274,12M,1,9/26/2018 10:05,50.0
8943300,3M,2,12/23/2018 12:58,30.0
541079,3M,1,9/12/2018 13:50,20.0
5578953,3M,4,5/3/2018 16:49,50.0
9229286,6M,2,5/12/2018 9:09,20.0
7437625,1M,1,8/2/2018 12:27,50.0
8150767,12M,2,6/22/2018 17:30,50.0
1911248,3M,4,11/14/2018 13:47,
1119486,6M,3,3/15/2018 11:45,50.0
1157742,3M,7,5/17/2018 15:48,20.0
645343,12M,2,12/5/2018 13:14,
1952527,12M,1,12/6/2018 12:47,50.0
2390850,6M,2,11/23/2018 11:32,50.0
9242115,6M,3,3/23/2018 14:00,50.0
5955034,3M,1,1/10/2018 9:43,
5091771,3M,7,8/3/2018 13:39,
3267945,12M,1,10/10/2018 16:06,20.0
4671976,12M,1,9/27/2018 13:38,50.0
2622248,3M,2,11/21/2018 16:54,
344802,12M,1,5/19/2018 12:38,20.0
5535567,6M,2,4/7/2018 12:35,50.0
