user_id,attribution
8329416,Facebook
6929203,Instagram
5133809,Adwords
3922133,Facebook
1326874,Facebook
1761207,Criteo
1553665,Partner
1420511,Instagram
8399221,Partner
9760685,Facebook
9051517,Criteo
9755328,Partner
5305800,Partner
9921622,Facebook
9870198,Partner
4914195,Facebook
9648653,Instagram
8627077,Partner
5394355,Partner
7633037,Friends Referral Program
2889612,Partner
5818082,Facebook
8927941,Instagram
4972943,Instagram
411667,Instagram
9262217,Facebook
384933,Instagram
194512,Instagram
2713566,Partner
2198006,Instagram
1142302,Instagram
5919012,Facebook
1165078,Criteo
8914179,Facebook
1084209,Instagram
1290822,Facebook
9509002,Facebook
1270107,Facebook
3267319,Facebook
6197015,Partner
2756852,Instagram
6035365,Criteo
6265953,Criteo
8906351,Facebook
1222753,Facebook
8734934,Instagram
8873689,Instagram
9491210,Facebook
1824767,Instagram
4131139,Instagram
2063094,Adwords
7589690,Facebook
788955,Partner
9871907,Facebook
1218971,Facebook
8412163,Instagram
488371,Facebook
6630465,Criteo
9645569,Facebook
5979952,Criteo
6690284,Facebook
9613013,Facebook
1480194,Facebook
9663219,Partner
1306817,Adwords
6305208,Facebook
2304868,Facebook
2451736,Instagram
2506758,Instagram
2446996,TV
2519350,Facebook
8832607,Partner
7235168,Partner
3840809,Instagram
9976727,Instagram
3999184,Adwords
1008156,Instagram
9536812,Criteo
3495522,Instagram
8299829,Instagram
946243,Instagram
7532607,Instagram
1430213,Instagram
6524868,Facebook
4551075,Adwords
6454532,Friends Referral Program
3232387,Instagram
4648747,Instagram
9284060,Criteo
4100923,Criteo
8696968,Facebook
1466187,Instagram
7894611,Instagram
664063,Criteo
9237613,Criteo
1673744,Instagram
4651175,TV
8774372,Friends Referral Program
6087070,Facebook
7465264,Instagram
2520908,Facebook
8764715,Partner
1848142,Facebook
1038042,Instagram
3689261,Adwords
2182261,Criteo
3764672,Instagram
7660670,Criteo
8189460,Adwords
3641670,Facebook
1670340,Facebook
4049159,Criteo
4185746,Partner
8416061,Instagram
6218281,Friends Referral Program
8288931,Adwords
6356818,Facebook
1528969,Instagram
3452590,Instagram
6463965,Partner
9819386,Adwords
8237705,Instagram
5017590,Partner
2364227,Partner
7138259,Instagram
2753691,Facebook
6304209,Friends Referral Program
5410422,Partner
2889897,Partner
4131671,Partner
987198,Instagram
2523190,TV
915852,Partner
7115828,Facebook
7545373,Criteo
6455164,Facebook
2300421,Criteo
3161101,Facebook
9016611,Facebook
1585237,Facebook
2097463,Facebook
9112909,Facebook
1389536,Instagram
8025785,Facebook
3737916,Adwords
3295539,Partner
6466087,Friends Referral Program
4294142,Facebook
645324,Adwords
5105685,Adwords
2788882,Instagram
3203062,Instagram
5736108,Instagram
9918839,Criteo
9882069,Facebook
9889762,Instagram
7317146,Instagram
6874831,Instagram
1962333,Adwords
9048965,Friends Referral Program
5602310,Partner
7762281,Criteo
5835637,Instagram
1643924,Facebook
1174255,Partner
3782691,Partner
4051001,Instagram
5243195,Facebook
8245745,Facebook
2503599,Criteo
2541863,Facebook
7127600,Facebook
7645753,Instagram
4308026,Criteo
5373811,TV
4083822,Instagram
382751,Facebook
6838126,Instagram
2847242,Instagram
1030233,Instagram
5365239,Instagram
8322783,Criteo
4662149,Criteo
8336806,Instagram
2983761,Instagram
5912300,Instagram
846165,Facebook
8900212,Instagram
6866810,Facebook
7422465,Partner
309903,Instagram
5348512,Facebook
5430620,Partner
9664280,Instagram
3471117,Facebook
4698590,Facebook
4188431,Adwords
6426218,Adwords
2090018,Instagram
5931229,Facebook
2198494,Facebook
2533146,TV
8249897,Facebook
695104,Criteo
7398719,Partner
9834481,Instagram
4141321,Instagram
3600353,Partner
8304531,Instagram
842637,Partner
6259380,Facebook
9896238,Facebook
1335658,Facebook
7644389,Facebook
9816800,Instagram
9012080,Criteo
7965228,Instagram
1955810,Facebook
8155481,Partner
1524215,Facebook
711243,Instagram
6531503,Criteo
5012280,Instagram
1577190,Adwords
1386764,Facebook
9135339,Facebook
3818253,Facebook
8613646,Facebook
4550344,Instagram
6481435,Instagram
3779300,Facebook
1161232,Instagram
2820464,Adwords
8125237,Facebook
4910388,Facebook
1268572,Facebook
9268971,Instagram
1163867,Instagram
4394393,Instagram
780578,Facebook
4889889,Partner
8232998,Instagram
2068608,Facebook
6588977,Criteo
9465249,Instagram
3776792,Criteo
4040885,Instagram
7415713,Facebook
4795285,Adwords
7472843,Instagram
1799010,Facebook
8826288,Friends Referral Program
3313236,Adwords
8645209,Adwords
4444895,Adwords
5322802,Adwords
1464318,Facebook
1469039,Criteo
3006298,Instagram
1196140,Partner
5113904,Adwords
4074263,Facebook
8146935,Facebook
6649809,Facebook
6546401,Instagram
4670113,Instagram
6363199,Facebook
9456411,Friends Referral Program
6247232,Instagram
8796540,Adwords
2881050,Facebook
6081388,Facebook
6015621,Instagram
4668012,Partner
4672180,Instagram
8329938,Facebook
8054543,Partner
3976208,Adwords
5307536,Instagram
5668146,Instagram
6316066,Partner
8389063,Partner
1927628,Instagram
1870151,Facebook
5160579,Facebook
9027800,Facebook
9140024,Facebook
5105664,Criteo
6733871,Instagram
1318514,Facebook
7665365,Instagram
145663,Facebook
7489804,Facebook
1610501,Facebook
5442393,Partner
8780133,Facebook
1534781,Instagram
5239025,Facebook
5730259,Partner
118819,Facebook
324330,Facebook
1442469,Partner
6346602,Instagram
4013806,Facebook
5005450,Instagram
8405392,Adwords
4547547,Adwords
4708951,Facebook
5266469,Instagram
8050038,Partner
246605,Instagram
3288214,Instagram
8373789,Facebook
1353975,Partner
8032205,Partner
9918980,Partner
7493571,Partner
4148125,Partner
5834273,Criteo
7334932,Instagram
8590478,Instagram
7018371,Instagram
5595628,Facebook
2782521,Instagram
7396808,Adwords
6398983,Facebook
4598899,Instagram
3313383,Facebook
2951422,Instagram
6760166,Instagram
9394228,Criteo
5954957,Facebook
2430362,Instagram
1626174,Adwords
8124229,TV
4377722,Facebook
6306219,Facebook
6741462,Partner
7881808,Facebook
4682891,Adwords
1637783,Facebook
6581801,Criteo
6259187,Criteo
8715771,Friends Referral Program
9286387,Instagram
6169740,Instagram
7671309,Adwords
563266,Criteo
3946919,Instagram
7831131,Adwords
4836072,Adwords
2383427,Facebook
220912,Adwords
9361669,Facebook
5771764,Facebook
621588,Friends Referral Program
723543,Facebook
1081357,Facebook
1619568,Facebook
621901,Adwords
9930279,Criteo
5226198,Adwords
6281933,Adwords
3424741,Instagram
1452858,Partner
3058781,Facebook
7126724,Facebook
762432,Adwords
4555521,Instagram
8497875,Criteo
6713472,Adwords
8949079,Instagram
355593,Adwords
7223762,Criteo
3213314,Facebook
1508718,Adwords
3644158,Facebook
2369274,Facebook
8943300,Criteo
541079,Criteo
5578953,Instagram
9229286,Criteo
7437625,Facebook
8150767,Adwords
1911248,Instagram
1119486,Adwords
1157742,Partner
645343,Facebook
1952527,Facebook
2390850,Friends Referral Program
9242115,Partner
5955034,Facebook
5091771,Instagram
3267945,Facebook
4671976,Partner
2622248,Instagram
344802,Partner
5535567,Adwords
7226365,Partner
7997251,Partner
3604641,Instagram
6379015,Instagram
4227404,Criteo
2402260,Facebook
3988091,Instagram
786138,Criteo
635231,Facebook
3331088,Facebook
3751917,Instagram
4258638,Criteo
6862616,Instagram
2765483,Friends Referral Program
772546,Facebook
603896,Criteo
5910916,Criteo
9527148,Instagram
6110480,Adwords
2286564,Instagram
2185415,Criteo
2915650,Instagram
6292058,Facebook
5553772,Facebook
941488,Partner
1713154,TV
9207449,Facebook
239613,Partner
8741363,Adwords
3602176,Instagram
4737273,Criteo
2929711,Adwords
5545318,Partner
1795720,Facebook
7173747,Partner
1456477,Facebook
3078375,Facebook
4021779,Facebook
8705638,Instagram
8389066,Criteo
5973223,Instagram
6104711,Criteo
3157789,Adwords
6531385,Facebook
391515,Facebook
2217637,Friends Referral Program
4614378,Partner
4604691,Adwords
7005273,Facebook
6083669,Criteo
2200647,Partner
7493516,Facebook
8050878,Instagram
6032640,Instagram
9776615,Instagram
7860240,Partner
2756268,Instagram
8578678,Criteo
3120175,Facebook
9511411,Facebook
7066821,Facebook
7009030,Partner
9796137,Partner
3370743,Facebook
9060885,Facebook
4453681,Partner
4633040,Criteo
3504091,Adwords
8907575,Partner
2431337,Instagram
713209,Facebook
8556757,Facebook
5479595,Instagram
91674,Friends Referral Program
2251980,Instagram
9680080,Facebook
6880356,Criteo
499965,Adwords
9036883,Facebook
9716645,Criteo
1091517,Adwords
1904371,Instagram
3779538,Instagram
110249,Adwords
114395,Instagram
728091,Criteo
4613619,Facebook
4197288,Instagram
8538132,Adwords
683193,Facebook
3054899,Facebook
8016512,Friends Referral Program
7061433,Instagram
4292787,Instagram
6294586,Instagram
2341916,Facebook
5055230,Instagram
2137260,Friends Referral Program
5735921,Instagram
5288172,Facebook
6733776,Instagram
2413523,Instagram
1540027,Facebook
469580,Instagram
3168746,Instagram
4562560,Adwords
2886850,Friends Referral Program
2698052,Adwords
7379920,Instagram
4268845,Criteo
8040199,Instagram
9305941,Instagram
786858,Facebook
2980519,Instagram
7426331,Facebook
6938724,Adwords
9222069,Facebook
8414582,Adwords
3631067,Facebook
4532658,Facebook
8740093,Facebook
4171767,Partner
9204316,Criteo
1031811,Adwords
3124212,Partner
837796,Facebook
1816695,Facebook
8740332,TV
513021,Instagram
7484823,Instagram
7240977,Facebook
5541214,Instagram
9118222,Instagram
4362149,Instagram
706669,Partner
1422029,Instagram
2201216,Facebook
6912312,Facebook
8345103,Adwords
8059857,Adwords
6785400,Partner
7380480,Instagram
5345841,Criteo
926911,Facebook
9746912,Instagram
7761405,Facebook
8724392,Criteo
7305681,Instagram
6514771,Facebook
4183796,Adwords
2920515,Partner
5279217,Adwords
6144802,Facebook
2408421,Adwords
779707,Partner
8952395,Instagram
672624,Instagram
953400,Facebook
915949,Instagram
8488930,Friends Referral Program
3576853,Criteo
2244010,Facebook
786218,Facebook
6664646,Facebook
4757240,Facebook
1130105,Partner
4682772,Facebook
3380103,Adwords
9753235,Adwords
2930780,Partner
6883892,Facebook
5292793,Instagram
9087084,Adwords
2617085,Facebook
7184083,Criteo
4574648,Instagram
5153163,Facebook
6215756,Facebook
101764,Instagram
5866416,Facebook
7218271,Facebook
9625635,Facebook
8617666,Adwords
7516545,Instagram
2483479,Facebook
9321848,Friends Referral Program
8955456,Criteo
370792,Adwords
530402,Instagram
2040233,Instagram
4019248,Facebook
3514532,Instagram
3019054,Facebook
3151199,Instagram
4117589,Instagram
7951270,Partner
6822678,Criteo
1936151,Facebook
9942076,Instagram
1737662,Adwords
4316116,Facebook
5519779,Facebook
3472721,Adwords
5057731,Facebook
534402,Adwords
4659744,Instagram
6914873,Adwords
352907,Facebook
8442390,Instagram
9100911,Facebook
279233,Adwords
1006605,Adwords
1144828,Facebook
7333405,Partner
2763346,Instagram
7877148,Partner
8825908,Partner
6875962,Adwords
2030765,Facebook
5280897,Partner
2351997,Facebook
4995083,Instagram
3769918,Instagram
7640860,Criteo
6274297,Facebook
9978781,Criteo
6567762,Instagram
9794958,Instagram
4679306,Facebook
9693658,Instagram
6196007,Facebook
3213559,TV
339549,Facebook
1664254,Facebook
5883886,Facebook
1322821,Instagram
5154619,Facebook
1296841,Facebook
7272560,Friends Referral Program
6720239,Instagram
4960936,Instagram
4769729,Instagram
1038040,Instagram
7687463,Instagram
7231737,Facebook
780232,Instagram
3641128,Adwords
3073428,Instagram
1261626,Criteo
6121847,Criteo
5824594,Instagram
4354618,Adwords
7840943,Partner
1691933,Instagram
6755468,Instagram
7427974,Friends Referral Program
7002971,Facebook
6104348,Partner
4685421,Criteo
6111095,Instagram
8447620,Instagram
705236,Criteo
6551605,Criteo
5895461,Instagram
4305707,Instagram
8375336,Instagram
8057533,Adwords
1356650,Instagram
3604500,Instagram
2921398,Instagram
2656272,Adwords
4286462,Instagram
2329380,Instagram
2308851,Instagram
5448504,Instagram
3747104,Facebook
4240903,Instagram
207602,Criteo
6087089,Instagram
7779414,Partner
5890440,Instagram
3924546,Adwords
5633587,Facebook
6694913,Instagram
7484951,Adwords
6456627,Facebook
8574165,Instagram
6012904,Facebook
3944402,TV
8306703,Facebook
3334374,Instagram
6103575,Criteo
5316711,Instagram
6723125,Instagram
5203493,Instagram
6266402,Instagram
9173643,Friends Referral Program
6965180,Facebook
4701155,Criteo
8009857,Criteo
3232781,Partner
897465,Criteo
8107718,Facebook
1857613,Instagram
9312713,Instagram
5960696,Instagram
8972104,Facebook
8580558,Facebook
9006938,TV
6065525,Facebook
1693673,Criteo
97885,Facebook
4046436,Partner
4709995,Facebook
7667063,Friends Referral Program
8298821,Instagram
9101110,Instagram
9315095,TV
9476010,Instagram
3095449,Adwords
1735187,Facebook
2075718,Instagram
8724456,Instagram
3676141,Instagram
3402578,Facebook
4219400,Instagram
556114,Partner
5157364,Partner
4781162,Facebook
332782,Partner
8238281,Instagram
8818158,Facebook
6902295,TV
6200897,Partner
9331297,Instagram
6971483,Adwords
9424784,Facebook
9426920,Instagram
3340477,Facebook
916693,Instagram
1070499,Instagram
4109269,Adwords
8165854,Facebook
3017731,Partner
7424164,Facebook
8041390,Criteo
1274352,Criteo
4835955,Partner
3088292,Criteo
8291733,Criteo
7532040,Adwords
2953637,Facebook
8175114,Criteo
3347828,Instagram
8710663,Facebook
8379162,Instagram
9479342,Facebook
4062239,Criteo
1781735,Facebook
7146608,Instagram
7686672,Partner
5224398,Instagram
1876005,Criteo
9808892,Partner
8139466,Instagram
6441759,Instagram
8792632,Instagram
1471086,Instagram
6609880,Facebook
8267509,Instagram
1656037,Instagram
4009630,Facebook
7892595,Instagram
1723586,Facebook
838995,Adwords
2157243,Instagram
6326973,Partner
6443063,Criteo
4981358,Criteo
3049075,Instagram
4834402,Instagram
837127,Instagram
2237503,Criteo
364386,Instagram
5882405,Partner
4101675,Adwords
6533747,Facebook
8998616,Instagram
3364542,Instagram
5379275,Instagram
8560823,Instagram
7077991,Facebook
2995477,Instagram
6009135,Instagram
9039077,Facebook
2059232,Instagram
3686198,Adwords
5930094,Instagram
8991183,Facebook
5127891,Criteo
8122897,Facebook
2197926,Facebook
2849289,Instagram
1530535,Partner
857204,Instagram
8753280,Facebook
6506053,Facebook
6613798,Partner
3211296,Facebook
7425469,Criteo
4858076,Instagram
3183492,Facebook
8685386,Instagram
998082,Criteo
2813114,Instagram
7135209,Partner
4125723,Facebook
2166828,Partner
1976458,Facebook
3395708,Adwords
5414445,Facebook
5696204,Adwords
7673564,Instagram
1224751,Adwords
7737597,Instagram
6317761,Friends Referral Program
721467,Instagram
1304687,Partner
5545800,Facebook
1349713,Criteo
6188318,Instagram
2246840,Instagram
8104788,Facebook
1638050,Instagram
453885,Facebook
2470735,Adwords
1674521,Facebook
3593992,Instagram
2561360,Adwords
8529944,Criteo
8529007,Instagram
121416,Partner
2064771,Partner
5685306,Instagram
4088296,Facebook
546580,Instagram
4761693,Adwords
989770,Facebook
2781429,Friends Referral Program
5514696,Instagram
3780905,Criteo
8897822,Facebook
4414463,Facebook
6251011,Criteo
3826570,Instagram
5275765,Partner
4946898,Instagram
8023270,Criteo
9448870,Instagram
6888611,Instagram
3655935,Criteo
2453608,Facebook
6440106,Friends Referral Program
6945453,Instagram
3295993,Criteo
8472794,Facebook
7226232,Instagram
1298339,Facebook
5036586,Facebook
2146537,Instagram
2027786,Partner
6418247,Facebook
731126,Criteo
7022780,Instagram
2271567,Partner
7869477,Facebook
7643138,Facebook
8489382,Criteo
6374423,Instagram
8748136,Instagram
7296667,Criteo
4191980,Facebook
9659419,Facebook
9721952,Facebook
3811080,Instagram
6704872,Facebook
3848554,Adwords
2399472,Friends Referral Program
7947806,Criteo
7483393,Facebook
2197557,Instagram
6792691,Instagram
7653561,Facebook
9943284,Facebook
3370056,Instagram
3570752,Facebook
3399354,Adwords
4489654,Facebook
6601251,Facebook
7325071,Facebook
3504022,Facebook
5421856,Facebook
5109142,Instagram
1865474,Instagram
1941766,Instagram
2453825,Partner
5291869,Instagram
1281727,Criteo
414758,Friends Referral Program
1868177,Facebook
8411735,Instagram
2300036,Adwords
9707036,Instagram
3953505,Criteo
2280279,Facebook
8820877,Facebook
7587451,TV
7804824,Facebook
6281434,Criteo
5189614,Partner
3272598,Adwords
5565697,Facebook
3044575,Instagram
8230190,Instagram
1140213,Criteo
8606132,Facebook
4555821,Facebook
3515757,Instagram
6159834,Partner
3091234,Facebook
5859110,Friends Referral Program
7808472,Facebook
2433366,Partner
4848217,Partner
2090814,Facebook
2957043,Facebook
3652423,Partner
3183723,Facebook
7587237,Instagram
9377936,Adwords
1333319,Facebook
4181297,Facebook
1562523,Instagram
7679441,Friends Referral Program
9882828,Facebook
9475048,Instagram
3852603,Friends Referral Program
1507577,Facebook
4922878,Facebook
3566676,Facebook
8629793,Instagram
9302378,Criteo
9141431,Adwords
3136168,Facebook
1168748,Facebook
2804648,Partner
9783859,Instagram
3523867,Criteo
1041893,Facebook
8939894,Facebook
741345,Instagram
1751476,Partner
9130138,Criteo
8898139,Instagram
1706355,Facebook
6458387,Friends Referral Program
9276510,Instagram
2313318,Friends Referral Program
2467265,Friends Referral Program
383481,Friends Referral Program
6624444,Instagram
9171399,Partner
8037615,Criteo
4627269,Instagram
589044,Adwords
2579612,Facebook
3154574,Facebook
8564844,Criteo
9135689,Partner
9729642,Instagram
4660051,Criteo
6263273,Partner
3771610,Facebook
6076719,Facebook
7942415,Instagram
8403266,Instagram
4567073,Adwords
3306684,Instagram
3024831,Partner
588409,Instagram
6058401,Facebook
4829347,Criteo
2901173,Criteo
5185489,Facebook
9149993,Facebook
1940326,Partner
7624547,Instagram
4271181,Facebook
5806486,Partner
8302758,Instagram
6456085,Facebook
3522508,Instagram
8204702,Criteo
3281138,Instagram
9881578,Instagram
9378702,Friends Referral Program
6324230,Instagram
1621950,Adwords
3885719,Instagram
1227898,Facebook
5301349,Facebook
2361005,Instagram
8106666,Instagram
954167,Partner
136176,Criteo
2686181,Partner
8438600,Instagram
6649741,Facebook
6812133,Criteo
3453211,Criteo
1467892,Friends Referral Program
1604868,Criteo
9772452,Adwords
6401594,Instagram
9699581,Facebook
517823,Facebook
4884266,Facebook
1871108,Facebook
7249904,Facebook
2982394,Instagram
890514,Partner
9798558,Instagram
3153178,Facebook
3000640,Facebook
4877397,Partner
3448339,Adwords
8484726,Facebook
3311908,Adwords
9363115,Instagram
1296399,Facebook
9649395,Facebook
6243704,Instagram
611012,Facebook
5455162,Adwords
6572423,Adwords
9756655,Instagram
9503322,Facebook
9783189,Facebook
9264179,Partner
5377382,Facebook
9415398,Instagram
5367471,Facebook
2871348,Partner
3400149,Partner
9480999,Instagram
3684012,Instagram
6350429,Friends Referral Program
8126245,Instagram
5258768,Partner
8177324,Criteo
8145988,Instagram
5428948,Instagram
6056521,Adwords
1035442,Adwords
8488858,Facebook
7813095,Adwords
6502534,Facebook
7009088,Facebook
8595745,Facebook
4075216,Facebook
5323596,Criteo
8205827,Facebook
683399,Partner
4915723,TV
3210809,Facebook
6209548,Facebook
386677,Adwords
8609336,Criteo
2246450,Adwords
7583091,Friends Referral Program
4003285,Facebook
5400085,Instagram
2983007,Instagram
5182287,Instagram
5398704,Instagram
8929701,Adwords
3235101,Partner
4662542,Facebook
9208343,Facebook
7522469,Partner
6411061,Facebook
5265654,Criteo
1670579,Partner
6689303,Partner
7693943,Criteo
2185114,Instagram
2872900,Instagram
4341979,Partner
7653927,Adwords
933298,Adwords
3632712,Adwords
4205346,Partner
859088,Facebook
7317511,Adwords
1851591,Instagram
968591,Instagram
8223458,Criteo
3719734,Facebook
8875719,Adwords
708542,Partner
5362759,Partner
2333450,Instagram
8411516,Criteo
9122669,Instagram
5160865,Instagram
5142020,Adwords
4284047,Partner
3048434,Facebook
6976351,Instagram
542609,Adwords
4957977,Adwords
929712,Instagram
9164911,Adwords
4254222,Instagram
6607017,Facebook
4143185,Instagram
7932950,Facebook
4659273,Facebook
2062249,Partner
4443667,Facebook
319080,Instagram
5182838,Instagram
397704,Partner
8040683,Instagram
6454181,Facebook
8809622,Instagram
9615639,Facebook
2429552,Facebook
5195107,Criteo
1814909,Instagram
8306809,Partner
2778457,Adwords
4505060,Adwords
5401147,Adwords
6276537,Instagram
7702619,Partner
6884963,Instagram
770644,Adwords
3466615,Instagram
3358162,Facebook
4662551,Partner
6956614,Adwords
7816541,Instagram
6988135,Adwords
9197283,Instagram
2537743,Adwords
6530516,Instagram
224433,Facebook
2836820,Adwords
7625177,Instagram
809364,Criteo
5119902,Facebook
5416189,Facebook
9701229,Facebook
7492536,Facebook
3633957,Facebook
8671855,Partner
2440009,Criteo
4997345,Instagram
6516453,Instagram
2781912,Instagram
6502579,Facebook
6336227,Partner
5471203,Facebook
5584047,Criteo
3839551,Instagram
9136376,Instagram
6735896,Instagram
2963144,Facebook
7230339,Instagram
2422798,Instagram
887625,Facebook
3690981,Instagram
7957927,Facebook
8870062,Facebook
6485351,Instagram
972587,Instagram
1279047,Facebook
7753754,Partner
2086404,Facebook
2359740,Criteo
668721,Adwords
4198727,Criteo
2415351,Instagram
205378,Instagram
4919947,Friends Referral Program
5620326,Criteo
6942782,Partner
4007217,Instagram
7228792,Adwords
89757,Adwords
4149725,Facebook
5166472,Partner
8749833,Partner
6961839,Instagram
7392625,Instagram
6317345,Instagram
7088311,Facebook
5772061,Facebook
1566340,Instagram
9978500,Instagram
2705606,Adwords
7209244,Instagram
9344244,Facebook
6897913,Instagram
4817414,Partner
7263747,Criteo
462172,Instagram
9078305,Friends Referral Program
9213041,Criteo
8295531,Facebook
2772482,Adwords
9078774,Instagram
3657098,Friends Referral Program
2492593,Friends Referral Program
7139595,Instagram
3404950,Partner
8691549,Instagram
2194754,Adwords
1635027,Facebook
9553298,Instagram
5941915,Facebook
4771186,Facebook
2313685,Facebook
6616354,Instagram
4081957,Facebook
1185952,Partner
2263796,Instagram
1020743,Facebook
2701997,Instagram
9125760,Instagram
4800335,Facebook
9793039,Instagram
8020944,Partner
4130220,Instagram
1512733,Facebook
760874,Facebook
9851321,Partner
8605572,Adwords
9583212,Instagram
1142516,Instagram
8377080,Instagram
3172644,Facebook
8957220,Instagram
6706542,Instagram
4497091,Facebook
3803980,Criteo
7057944,Instagram
2574751,Instagram
5662261,Facebook
6336940,Adwords
6994635,Facebook
9695929,Facebook
1905658,Friends Referral Program
9616237,Criteo
7659443,Adwords
1638808,Criteo
6482632,Friends Referral Program
3187475,Partner
1426424,Instagram
1633743,Criteo
2806610,Facebook
2915465,Facebook
4868130,Partner
7685619,Facebook
4627574,Instagram
3471532,Facebook
7469541,Facebook
2222497,Partner
1688728,Facebook
478012,Facebook
2477995,Instagram
2730283,Instagram
5184289,Instagram
7930389,Criteo
5470701,Facebook
2116923,Facebook
3470208,Facebook
6112491,Facebook
1011855,Facebook
1503329,Instagram
6295255,Instagram
5490399,Friends Referral Program
4138931,Instagram
5125763,Instagram
5612708,Friends Referral Program
931227,Instagram
1423838,Adwords
3532189,Facebook
4864452,Instagram
8626006,Partner
999267,Instagram
556259,Instagram
4298135,Instagram
8741706,Partner
2231784,Instagram
2114395,Facebook
3016356,Instagram
1579429,Instagram
7213552,Instagram
8035614,Partner
6543834,Instagram
940700,Adwords
6182990,Instagram
7201326,Adwords
231396,Partner
9317281,Facebook
5637001,Facebook
8026998,Instagram
5280782,Adwords
8548884,Partner
6078647,Instagram
6329013,Adwords
8288471,Instagram
3133152,Instagram
7477325,Instagram
2156477,Facebook
8932346,Instagram
1094459,Partner
4481764,Criteo
3255683,Adwords
5513095,Instagram
8265946,Facebook
5286291,Facebook
9648961,Friends Referral Program
8220778,Adwords
4020391,Instagram
7593150,Instagram
6455846,Instagram
6553884,Adwords
6706280,Partner
5381980,Adwords
6304649,Adwords
2338083,Adwords
202148,Criteo
1469672,Adwords
4152673,Instagram
3689335,Instagram
2470209,Instagram
4533942,Instagram
2611160,Instagram
7020173,Instagram
8205067,Facebook
1674280,Adwords
4417639,Instagram
6065873,Partner
4096149,Criteo
